target_x,target_y,origin_gaze_x,origin_gaze_y,spread,pred_similarity_x,pred_similarity_y,pred_poly_x,pred_poly_y,pred_rbf_multiquadric_s0.0_x,pred_rbf_multiquadric_s0.0_y,pred_rbf_multiquadric_s1.0_x,pred_rbf_multiquadric_s1.0_y,pred_rbf_multiquadric_s2.0_x,pred_rbf_multiquadric_s2.0_y,pred_tps_x,pred_tps_y,pred_sim_rbf_multiquadric_s0.0_x,pred_sim_rbf_multiquadric_s0.0_y,pred_sim_rbf_multiquadric_s1.0_x,pred_sim_rbf_multiquadric_s1.0_y,pred_sim_rbf_multiquadric_s2.0_x,pred_sim_rbf_multiquadric_s2.0_y,pred_sim_tps_x,pred_sim_tps_y,pred_sim_pwa_x,pred_sim_pwa_y
768.0,478.0,767.8744744744744,489.8213213213213,33.268915470248906,770.3707202701058,490.4747634614954,764.1549794089046,493.39230715830473,768.0001373291016,478.0,767.8380110356538,477.9186618493695,767.5491849872033,477.5804880282449,767.9999999180436,477.999997317791,767.9993366031136,477.9982314790735,767.8380554203192,477.91872292493406,767.5492688756036,477.5806035508989,768.0000005355265,478.0000001351485,767.5492688756036,477.5806035508989
597.0,410.0,579.2486577181209,408.9322147651007,85.4651826647015,583.4543366198801,410.70173108426826,575.4255423085262,412.48892308022,596.9998168945312,410.0002136230469,596.3078312415673,410.0595682273233,595.3854631746108,410.5037418647844,597.0000001806766,409.99999874830246,597.0004791980051,410.00043713895576,596.3085929656851,410.0601797649477,595.3865567082672,410.50437953427246,597.0000010495447,409.99999689904945,595.3865567082672,410.50437953427246
683.0,614.0,675.3543543543542,595.5195195195195,101.77904208310888,678.9384043188841,595.296007527277,671.4424275847059,595.7313163172903,683.0003128051758,614.0010948181152,685.1360802309173,613.9294561456591,685.0464615908186,614.1029087442148,682.9999994533136,613.9999965727329,682.9995005102903,613.9987720383854,685.1361620620976,613.9294926920177,685.0466137955375,614.1029796561181,683.0000001452938,613.9999985157103,685.0466137955375,614.1029796561181
597.0,546.0,585.0810897435898,543.7964743589744,77.55633166857022,589.4609315106342,544.234578362191,582.66361625369,544.4819723805371,597.0005569458008,546.0000686645508,595.2791883354985,547.7224457633711,594.677619961396,547.9913617288803,596.9999995678663,545.9999968409538,596.9997117230365,545.9978306204918,595.2793258286498,547.7225205546616,594.6778850313245,547.9915060440595,597.0000000977585,545.9999982626083,594.6778850313245,547.9915060440595
533.0,768.0,536.8315151515151,753.9675757575757,121.99203394803394,542.0445797143626,752.4291635645557,536.8374215986692,743.1306518819061,532.9991760253906,768.0051574707031,533.0047638403157,768.0020307206942,532.9879739101962,767.9930554763196,533.0000003874302,767.9999977648258,533.0002834497142,768.0003458155322,533.0049816035104,768.0019843565958,532.9883327094345,767.9929646717671,532.999999936496,767.9999974263835,532.9883327094345,767.9929646717671
747.0,256.0,741.9177257525082,299.09464882943143,215.21163050577113,744.3411769021419,301.6613626801341,740.3021490238953,302.0323253287185,746.9998779296875,255.99847412109375,746.4500687531945,258.7693312927877,746.6736324110279,260.1074883230285,746.9999994337559,255.99999487400055,747.0007533181575,255.99553016060287,746.4569079109693,258.7835203021319,746.6917142848648,260.1438726678394,747.0000008281437,255.99999997251922,746.6917142848648,260.1438726678394
320.0,597.0,351.90644067796615,603.46,230.6550001271303,358.6732736673676,603.7134411141484,353.7594194078565,597.8225315496978,320.00111389160156,597.0006713867188,319.90381046538096,595.9271177453556,321.17889873725653,596.0169430204915,319.99999828636646,596.999995470047,320.0010629740082,597.0030224129765,319.92328933055074,595.9325951676398,321.22691663672055,596.0298820687163,320.0000005137645,596.9999973580449,321.22691663672055,596.0298820687163
320.0,427.0,327.6296511627907,416.6973837209303,68.96330766956024,334.31402801700415,418.8223751157206,320.89428750206093,418.93722872218194,320.00115966796875,427.00390625,319.82449601629196,427.1357367593955,319.90100331030044,427.1104292473574,320.00000137090683,427.0000030994415,320.0010702533323,426.99980431493935,319.82370443806167,427.13448939203994,319.9108946633637,427.11519919294045,319.9999998731214,426.99999934133706,319.9108946633637,427.11519919294045
320.0,256.0,312.0276276276276,303.809009009009,145.50422853168428,318.6712561692252,307.06684764026403,298.59088368544536,308.4523349408526,320.00115966796875,255.99554443359375,319.8971182000096,256.3537742979679,319.7482025002537,257.7155882833722,320.0000009983778,256.0000014305115,320.0006018723502,256.00056346057653,319.9756249529014,256.4037677264493,319.9114839918616,257.820657448861,319.99999903097296,256.00000413058996,319.9114839918616,257.820657448861
747.0,256.0,743.3453453453453,287.64504504504504,160.87686575308004,745.7351710515892,290.3214943223473,741.8259129129971,290.3627134079357,747.0009002685547,256.0020751953125,746.838287030565,254.9248375440293,746.7653845425993,255.15273182293458,746.9999990314245,255.99999749660492,747.0019404607689,256.00124285750354,746.8366161456967,254.9231774182088,746.7667106460109,255.15860736519681,747.0000035482323,255.9999987893578,746.7667106460109,255.15860736519681
747.0,768.0,727.4003003003003,718.7912912912911,193.68821005072184,730.6858274625883,717.2706888712557,719.8623142865139,714.8406831644144,747.0001220703125,768.0028076171875,742.089193000289,757.6543733301369,741.3548906218421,756.0438306740398,746.9999997988343,767.9999968707561,747.0000135587798,767.9977396525057,742.0901111839685,757.6541507380236,741.3568124537906,756.0432756680159,747.0000002185152,767.9999988920601,741.3568124537906,756.0432756680159
533.0,768.0,522.1578125,702.305625,102.28077308231998,527.4260441333698,701.2985672963567,522.3743205159213,694.4449516415677,532.9994277954102,768.0007934570312,530.9032385691498,765.5154306573968,529.8163874554393,763.0188859937407,533.0000002384186,767.9999971091747,532.9991108447956,767.9985337270208,530.9224542562823,765.5148385192969,529.8512366972099,763.0174018634115,533.0000000566887,767.9999977959104,529.8512366972099,763.0174018634115
832.0,563.0,819.269069069069,515.9666666666667,104.72069887067198,821.3065898266038,516.2757866906979,814.4481159385944,519.62042923984,832.0013427734375,563.0013122558594,832.7614411835493,531.2178091819296,831.4948297957908,525.2578839040616,831.9999995566905,562.9999959021807,832.0004374828538,563.0004571008542,832.762213729872,531.2188240249345,831.4959716996925,525.2595586294194,832.000000457873,562.9999992775777,831.4959716996925,525.2595586294194
832.0,358.0,818.0135135135135,377.1891891891892,89.82087408160483,819.8253151986903,378.860213569867,816.5697162160043,380.90258767469004,832.0006713867188,357.99932861328125,832.0266880988129,358.021071613417,832.0345615242641,357.91477148875856,831.9999992288649,357.99999380111694,831.999814710409,357.9989464800233,832.0270174963046,358.02185687450356,832.0353643101046,357.9166649480171,831.9999995332366,357.9999950747365,832.0353643101046,357.9166649480171
704.0,563.0,686.1425742574257,542.7231023102311,107.0139455857377,689.5303679336075,542.998389937414,682.5242138300478,544.6256287700393,704.0003547668457,562.9996948242188,692.1270275243269,551.5371421482632,691.8185594093566,552.1458710442275,703.9999994449317,562.9999962635338,703.9994631637101,562.9985577840937,692.1271541693886,551.5372344470427,691.8187623354634,552.146016345517,704.0000002714087,562.9999986518753,691.8187623354634,552.146016345517
533.0,427.0,534.1672672672673,381.8264264264265,57.65183969668267,538.7681667323267,383.93884739482723,529.2797869700564,385.56884453038685,533.0000457763672,427.00067138671875,536.3390453813372,421.65807432440124,539.3938723008778,418.4245772465547,532.9999982714653,426.99999833106995,532.9992610926782,427.00162205303036,536.3465487659886,421.6675683226456,539.4099917554048,418.4450737439254,533.0000001120424,426.99999574029766,539.4099917554048,418.4450737439254
960.0,427.0,948.133933933934,433.11141141141127,139.32216713231404,948.7667208687108,434.01133302285723,945.2873546924272,437.34687788009,960.0019378662109,427.00592041015625,960.1601037639266,427.00847335405706,960.2352086337523,427.0316992219814,959.9999982044101,426.9999947696924,960.0038119331639,427.0060229642635,960.1595724764757,427.00952343140796,960.2346491999524,427.03369843593225,959.9999994636219,426.99999821617655,960.2346491999524,427.03369843593225
747.0,427.0,733.008115942029,402.9194202898549,105.1427095536333,735.6969367751927,404.48413326933957,730.4925508620804,406.8089341660585,746.9990234375,426.99932861328125,746.8706548563005,427.4134800218053,746.7236953071715,427.39141011142783,746.9999995175749,426.9999991059303,746.998999763474,426.99902584746457,746.8706456152478,427.4134884477572,746.7245094572801,427.39270934646635,747.0000004844816,427.000001247674,746.7245094572801,427.39270934646635
832.0,358.0,828.7084084084082,302.3594594594594,154.92256035793451,830.2870782663161,304.74532737968894,828.9160026641316,304.77684247444296,832.000732421875,357.9991455078125,831.6059614373553,358.10731147706974,830.492287636991,356.9081820126339,831.9999994412065,357.9999933242798,832.0019983102615,357.99959984062644,831.6095689784419,358.11672976330357,830.5031186217951,356.9377864029628,831.9999998559291,357.9999979400489,830.5031186217951,356.9377864029628
704.0,666.0,673.3054054054054,647.966966966967,127.454637470234,676.9994851747939,647.2330856188876,668.891819997152,646.1468382153855,703.9999904632568,666.0018348693848,695.255717246826,637.6702163156478,695.1101058847216,637.584377300971,703.9999997289851,665.9999973475933,703.9997293154189,665.9985122546298,695.2558842299037,637.6702732525757,695.1103696885681,637.5845275791237,704.0000003479832,665.999999032889,695.1103696885681,637.5845275791237
832.0,563.0,772.6966666666666,548.87,61.595627517449785,775.246940325241,548.9366085992286,767.7186299147702,551.5802850857858,832.0004730224609,563.00146484375,771.1615047288215,545.5191145153331,770.0853458032198,545.5384232786746,831.9999996721745,562.9999969601631,831.9997479424285,563.0003903375099,771.1615327277498,545.5191427952112,770.0853988986639,545.5384736805944,832.0000002861427,562.9999997035692,770.0853988986639,545.5384736805944
832.0,461.0,809.8234234234235,426.1636636636637,123.22994402061263,811.799469629247,427.3688799487611,807.2844162044177,430.1849512743178,832.0004425048828,461.0032958984375,832.5943370280929,406.59346937444934,831.8086731093563,406.8249755058205,831.9999995902181,460.9999975040555,832.0008093509267,461.00517145266735,832.5955366579263,406.59606656162964,831.8111049569269,406.8299513712593,831.9999995845745,460.99999987801516,831.8111049569269,406.8299513712593
704.0,666.0,673.9472463768116,657.5113043478261,91.84699779508996,677.6514071027857,656.6828061105613,669.4011441117018,655.2928006403713,703.999885559082,666.00133228302,700.7331506685005,652.0301097772208,700.2039162919455,650.5277841705629,703.9999995706603,665.9999969676137,703.9994143049341,665.9976521493796,700.7332549790469,652.0302006661574,700.2042129578929,650.5279896149519,704.0000001217347,665.9999986352328,700.2042129578929,650.5279896149519
768.0,614.0,727.2396969696968,600.9475757575758,61.729416652398726,730.3246807191205,600.5818893249236,722.1160512049373,601.7544029145989,768.0006160736084,614.0015411376953,748.1126984914599,604.2708263388267,746.4364776171824,603.0266860975917,767.9999994821846,613.9999964982271,767.9999946687054,613.9993240173064,748.1132392344913,604.2711270544462,746.4375631777199,603.0272843882706,768.0000001355689,613.9999987269841,746.4375631777199,603.0272843882706
768.0,546.0,735.3849849849852,544.4510510510511,17.910629714473842,738.2932619111186,544.6249511017804,731.0649048329042,546.8531516803876,768.0003433227539,546.0009460449219,766.242582677688,551.3404097638777,764.4751293806044,551.9562764465245,767.9999992735684,545.9999963119626,767.999335672105,545.9990050568586,766.2429765611321,551.3407651697516,764.475912444427,551.9569849092377,768.0000000403768,545.9999988376503,764.475912444427,551.9569849092377
597.0,478.0,560.6478964401294,455.8974110032362,90.5186417201375,565.1163781399009,457.2386618981151,557.375798704523,458.6358867851152,596.9994506835938,477.99908447265625,564.9612902929548,441.33217968710596,563.0966119612531,439.82668993982224,596.9999999925494,477.9999976158142,596.9996026272056,477.99632181022446,564.962455641984,441.33310853074784,563.0987817469486,439.8284059254189,597.0000016654012,477.9999991187839,563.0987817469486,439.8284059254189
768.0,478.0,745.0891891891891,442.08348348348335,62.38334849075448,747.7268102339684,443.2437437943304,742.1908067216708,445.91323138043913,767.9997253417969,477.99969482421875,749.2937309784957,429.10162501778177,749.0512366907669,428.631663065009,767.9999992735684,477.9999965876341,767.998790519613,477.99554433143976,749.2937807884672,429.1016982613878,749.0513311634612,428.6318079667767,767.9999999984383,477.9999994731629,749.0513311634612,428.6318079667767
683.0,614.0,647.4805232558139,579.1965116279071,59.092411348764344,651.3096868219691,579.1807407268566,644.2191855300099,579.5511087310041,683.0002918243408,614.0008249282837,679.9644278640317,598.3120972272372,677.8212190498962,596.5600955937243,682.9999995920807,613.9999971613288,682.9997350397425,613.9994644054455,679.966143311096,598.3129874473229,677.824623741496,596.5618362633718,683.0000002676061,613.9999987350088,677.824623741496,596.5618362633718
533.0,768.0,506.55045045045034,748.5054054054054,183.47037543541575,512.050842572015,747.0724478107276,507.7571827773565,737.2148621050779,532.9997863769531,768.0028533935547,532.5659894773889,767.658377535292,532.0032181505885,767.2160251918831,532.9999996162951,767.9999955892563,532.9991915710384,767.9994955402198,532.5820063678116,767.6552258331047,532.0409683695948,767.2094081818012,533.0000000260884,767.9999956231894,532.0409683695948,767.2094081818012
747.0,427.0,722.3795180722891,419.1364457831325,47.15854093030744,725.2002928803761,420.5604926745166,719.6582355565477,422.9901270979228,746.9995574951172,427.00042724609375,747.1821037209811,426.9447803249095,747.219377761241,427.0234937498899,746.9999989084899,426.99999441206455,746.9992278168995,426.99552075068846,747.1817637565603,426.94429218067876,747.2199661502193,427.0243226077057,747.0000003936786,426.99999819199934,747.2199661502193,427.0243226077057
960.0,427.0,929.3768768768766,474.221021021021,143.17310958397607,930.2639549275277,474.75031870112065,924.8692711802661,478.6933784743347,960.0000457763672,427.000732421875,961.9571355449552,425.76795543404296,960.818472442339,426.29442550659587,959.9999989271164,427.0000013932586,960.0006340046762,427.0016004394019,961.9262234807734,425.8199118732845,960.7827669465273,426.3856347262335,960.0000001390813,426.9999985869253,960.7827669465273,426.3856347262335
320.0,768.0,306.536036036036,804.6999999999997,279.5819800977799,314.0925635443614,803.0594942971258,317.41538369621765,782.7620584799216,319.9996032714844,767.9983520507812,319.4690971134478,767.9270394994528,319.68981571293625,768.2976030997379,320.0000020712614,767.9999945163727,319.99728766545513,767.9978487893133,319.944274521205,767.9177992709193,319.68334867622025,768.3360428017805,320.0000000642226,767.9999983712224,319.68334867622025,768.3360428017805
512.0,478.0,485.1721854304636,525.5235099337748,53.96092697209154,490.4996007945828,526.3120101773568,483.28954995699104,525.6113248135579,511.99896240234375,477.99896240234375,503.94320262906695,521.0554828596723,502.8551752236144,523.8210457260575,512.0000005364418,477.99999713897705,511.9996007945828,477.9992965543099,503.9443250229978,521.0559088018383,502.8565663269546,523.8214448432866,512.0000005480342,477.99999667046745,502.8565663269546,523.8214448432866
768.0,478.0,716.3896321070233,558.0177257525083,113.20489995891236,719.5072953380378,558.0912780806448,712.1566819377543,559.8871836264669,767.9999866485596,478.0002746582031,716.0235236564549,553.188886893975,716.9559555286751,556.5653887270855,767.999999454245,477.99999678879976,767.9994046367439,477.9979553267385,716.023753450204,553.1890654244798,716.9564197304218,556.5657481639846,768.0000001933159,477.99999920726077,716.9564197304218,556.5657481639846
597.0,478.0,562.3715942028985,508.8817391304347,63.92676289615035,566.914061884001,509.70088970631673,559.8034903778653,510.3624608001466,597.0001525878906,478.0006408691406,583.9107570851993,515.267658137167,580.0435469594931,516.298938708449,596.9999998472631,477.99999713897705,596.9995568791181,477.9996567961605,583.9117703085175,515.2682956629722,580.0455698507711,516.3002057598221,597.000000821963,477.99999898642614,580.0455698507711,516.3002057598221
832.0,358.0,838.064864864865,364.3036036036036,50.06457444775331,839.6581016569315,366.066491178413,837.1011759768752,367.8138682059183,832.0000610351562,358.00115966796875,831.9970941423853,358.0043958975293,831.955954908939,357.98615524770867,832.0000009089708,357.9999973028898,832.0006919889628,357.996178678413,831.9971299832713,358.0044181252539,831.9559920372384,357.985755276875,832.0000002845107,357.9999994851547,831.9559920372384,357.985755276875
832.0,461.0,818.1234782608694,492.66492753623186,91.82693581194216,820.1322581359556,493.20432437851883,813.945093250581,496.532952504937,832.0006408691406,461.0003662109375,832.551335692704,461.1128397672037,831.9117799442611,463.6877337837341,831.9999993368983,460.99999652802944,832.0001170226743,460.9997040171907,832.5516804894224,461.1133028254986,831.912415072855,463.6884098297265,831.9999999218991,460.99999908998467,831.912415072855,463.6884098297265
512.0,614.0,511.3081081081081,624.4285285285282,59.06565248210557,516.5490767024323,624.2031244036197,510.91765759049645,620.6672543416923,512.000129699707,614.0019378662109,511.9808948352111,614.0243560173258,512.0139666513769,613.9861789700662,511.9999996647239,613.999997138977,511.9995619319245,613.9998162981509,511.98102114791004,614.0243872537729,512.0140827620755,613.9862285194148,511.9999999590084,613.9999980327128,512.0140827620755,613.9862285194148
512.0,546.0,509.5264264264264,522.3231231231232,73.06246104749361,514.6097282518413,523.101210336571,507.4423664801041,522.8120832108957,512.0003051757812,545.9987182617188,511.69635096718775,532.7130756693587,511.32350921052966,532.4297597401819,511.9999999180436,545.9999972581863,511.99901047840376,545.999647836571,511.6966797370869,532.713248421277,511.3241984263377,532.4301239199239,512.000000146475,545.9999989675333,511.3241984263377,532.4301239199239
597.0,478.0,588.6058139534882,436.2938953488372,48.61192656090907,592.7667395934546,437.7792713914934,585.2038962982244,439.5302939944697,597.0004425048828,477.999755859375,597.3392838883283,425.74864492354027,597.1537207427164,426.20571766789,596.9999994747341,477.99999594688416,596.9996039733375,477.9989674364153,597.3394780650175,425.74882587579503,597.1540780070696,426.2060200085909,597.0000007856721,477.99999868617687,597.1540780070696,426.2060200085909
576.0,563.0,575.3087087087088,530.208108108108,68.70430946031273,579.7609951298911,530.7961127050289,572.8776724082084,531.2027158233478,575.9996185302734,563.0007019042969,584.7289485761139,549.179527082666,583.8709644986029,549.844178027919,575.9999993480742,562.9999960958958,576.0003216069418,563.0001761205563,584.7293241713234,549.1797470942943,583.8717534139552,549.8446378373387,576.0000002466369,562.9999982900986,583.8717534139552,549.8446378373387
448.0,563.0,439.05048231511256,532.3774919614148,78.41006751098347,444.8415566360976,533.1779410432973,437.5963574348269,531.6220949017844,448.0007019042969,562.9995727539062,448.3308278024633,562.8784529165932,448.81050479497026,562.2583000758641,447.9999990463257,562.999997138977,448.00038537144917,563.0001761507192,448.33000805118843,562.8779292895088,448.8109575076827,562.2584644607814,448.00000011682766,562.9999980520406,448.8109575076827,562.2584644607814
320.0,256.0,358.10690690690694,317.96306306306303,135.36818837812217,364.3233236267595,321.003187488961,346.8982323176203,322.3683686699624,320.0000305175781,255.99859619140625,319.06510190013796,258.11365769997064,318.51603793726827,260.1420584615116,319.9999991059303,255.99999046325684,320.00029506230635,255.99781639521098,319.1115066961472,258.1450546685155,318.6373200062196,260.228999334995,320.00000089103264,255.99999530260538,318.6373200062196,260.228999334995
320.0,427.0,346.7168384879725,438.8147766323024,76.66799441664685,353.2521319683483,440.69032338327787,341.34398140983785,440.49952613581405,319.9985656738281,426.9977111816406,322.5311040465458,427.0151798384759,323.776035220606,427.27274374129047,319.9999985694885,427.0000014305115,319.9998126324108,426.999680072731,322.63158342528277,427.07424078247976,323.9481265760851,427.372295379351,319.9999978985479,426.99999788469694,323.9481265760851,427.372295379351
533.0,768.0,538.5264604810997,777.6900343642611,108.22089795324504,543.7636049020064,775.916280902554,538.5427800501606,765.2336510144746,532.9994201660156,768.0035705566406,532.9992714823165,768.001887144892,532.9327717149245,767.9959449846392,533.0000002644956,767.9999967217445,532.9999025094282,768.000021136929,532.9987878727541,768.0021600388311,532.9322490300899,767.9955951059667,533.0000003579032,767.9999973546758,532.9322490300899,767.9955951059667
960.0,427.0,937.1553459119496,461.7204402515724,213.62884776024285,937.944769915933,462.3588783829186,933.122919965239,466.1665949294776,959.9993286132812,426.999267578125,960.6534343786043,426.6332870715123,960.5503432616733,426.4846913423644,959.9999984353781,426.9999956637621,959.9994879335111,426.9973061172936,960.6451009778259,426.6490061036024,960.5323672236057,426.5241320913996,959.9999989613837,426.99999932336544,960.5323672236057,426.5241320913996
576.0,563.0,567.8318339100347,525.3380622837369,86.30461508823805,572.3490264955994,525.9866077070005,565.4132008517437,526.3961418098594,576.0005264282227,563.0000610351562,571.0352437718702,554.0025895795698,572.7484936589899,552.9180391154878,576.0000001788139,562.9999979138374,575.9993713442323,562.9983874921568,571.035828462343,554.0029290428761,572.7497662079272,552.918776039533,576.0000002924439,562.9999988441236,572.7497662079272,552.918776039533
832.0,358.0,812.848948948949,341.2516516516517,128.5573463978467,814.6497159155737,343.28365229353955,812.0521809563234,344.51079914829546,831.9991149902344,358.00335693359375,831.648333015004,357.4975200987901,830.8418750439214,356.74730747528884,831.999999076128,357.9999986886978,831.9995083960424,358.0018529771333,831.6519796972756,357.50646605416847,830.8496180509377,356.7663688528483,831.999999713404,358.00000284895947,830.8496180509377,356.7663688528483
704.0,666.0,686.4573573573573,642.4219219219218,146.9215851494014,690.0130629700992,641.7198140161141,681.7371080988485,641.072897589333,703.999927520752,666.0018215179443,692.1121686459537,635.0465768678114,692.8803703233662,636.6375183968757,703.9999995902181,665.9999968484044,703.99968291944,665.9985119836434,692.1123162466296,635.0466093680385,692.8806262629763,636.6375729142488,704.0000001632992,665.999998560737,692.8806262629763,636.6375729142488
448.0,563.0,451.19507246376816,524.0799999999998,106.74182182589075,456.85292202798246,524.9409189354782,449.4419309123071,523.8055310565152,448.00006103515625,562.9989624023438,457.4485323501285,549.9737497573806,457.9899865230582,548.9434449026703,447.9999995827675,562.9999989271164,447.99925381509183,562.9988565575485,457.45229822455894,549.9754972534182,458.001182155479,548.9491156589546,448.0000006165874,563.0000007283096,458.001182155479,548.9491156589546
747.0,768.0,724.6569277108432,738.468373493976,120.82482101676968,728.0030833272814,736.759678953058,716.7731206544573,733.4431279069802,746.9993209838867,768.0043029785156,747.6328506259997,769.3468226204495,746.9162240535297,767.8525910859171,746.999999737367,767.9999971687794,746.9994669942736,767.9971057108705,747.6348648083568,769.3459839426141,746.9196860428457,767.8510572796367,747.0000000963538,767.9999987862175,746.9196860428457,767.8510572796367
747.0,427.0,728.3531531531531,396.7447447447448,100.10056028399224,731.0769932633627,398.3779414596953,725.8553121855291,400.62606587707876,747.0009155273438,427.0023193359375,746.6803716739087,427.02903975618756,746.5971465617295,425.9453519114413,746.9999993350357,426.9999966174364,747.0004704362143,427.00324663547656,746.6830137845698,427.03315724965216,746.6041605153384,425.95636081064697,747.0000005839754,427.0000002535977,746.6041605153384,425.95636081064697
533.0,768.0,518.9517123287671,720.9842465753426,188.90153225037943,524.2833937643603,719.7996733710635,519.44276106299,711.8685378502033,532.9987182617188,768.0003204345703,531.7390091535963,766.337417070994,531.1136242317843,765.6764729395763,533.0000002756715,767.9999994635582,532.9998549460009,767.9975798652041,531.7580164606637,766.335494244394,531.1475464314948,765.6729723009877,533.0000013014809,767.9999995157588,531.1475464314948,765.6729723009877
533.0,256.0,526.9811046511628,278.3747093023256,176.4129237063973,531.4749817131109,281.5130822351848,519.3142119155143,282.3578769643308,532.9993286132812,255.9991455078125,532.9980337717607,255.95038405377272,532.9411266366042,255.71630719741734,532.9999983534217,255.99999296665192,532.9984649894781,255.9968468836223,532.9959827904626,255.94738320320812,532.9380092767918,255.71226302935884,532.9999998686857,255.99998935970416,532.9380092767918,255.71226302935884
